"id"	"label"
"UBERON:0002906"	"anterior occipital sulcus"
"UBERON:0016535"	"white matter of occipital lobe"
"UBERON:0019303"	"occipital sulcus"
"UBERON:0025096"	"superior calcarine sulcus"
"UBERON:0025102"	"inferior occipital sulcus"
"UBERON:0025103"	"inferior calcarine sulcus"
"UBERON:0025104"	"ectocalcarine sulcus"
"UBERON:0023462"	"superficial feature part of occipital lobe"
"UBERON:0026765"	"Hadjikhani et al. (1998) visuotopic partition scheme region"
"UBERON:0028398"	"Hadjikhani et al. (1998) visuotopic area V1d"
"UBERON:0028399"	"Hadjikhani et al. (1998) visuotopic area V1v"
"UBERON:0028401"	"Hadjikhani et al. (1998) visuotopic area V2v"
"UBERON:0028402"	"Hadjikhani et al. (1998) visuotopic area V3"
"UBERON:0028403"	"Hadjikhani et al. (1998) visuotopic area V3A"
"UBERON:0028404"	"Hadjikhani et al. (1998) visuotopic area VP"
"UBERON:0028405"	"Hadjikhani et al. (1998) visuotopic area V4v"
"UBERON:0028406"	"Hadjikhani et al. (1998) visuotopic area V8"
"UBERON:0026775"	"Tootell and Hadjikhani (2001) LOC/LOP complex"
"UBERON:0026776"	"Press, Brewer, Dougherty, Wade and Wandell (2001) visuotopic area V7"
"UBERON:0002022"	"insula"
"UBERON:0002713"	"circular sulcus of insula"
"UBERON:0002421"	"hippocampal formation"
"UBERON:0000052"	"fornix of brain"
"UBERON:0006115"	"posterior column of fornix"
"UBERON:0002940"	"anterior column of fornix"
"UBERON:0003016"	"postcommissural fornix of brain"
"UBERON:0004680"	"body of fornix"
"UBERON:0014539"	"precommissural fornix of forebrain"
"UBERON:0002191"	"subiculum"
"UBERON:0002305"	"layer of hippocampus"
"UBERON:0002313"	"hippocampus pyramidal layer"
"UBERON:0014548"	"pyramidal layer of CA1"
"UBERON:0014549"	"pyramidal layer of CA2"
"UBERON:0014550"	"pyramidal layer of CA3"
"UBERON:0034800"	"stratum pyramidale of caudal CA1"
"UBERON:0034805"	"stratum pyramidale of caudal CA2"
"UBERON:0034811"	"stratum pyramidale of caudal CA3"
"UBERON:0034830"	"stratum pyramidale of rostral CA1"
"UBERON:0034835"	"stratum pyramidale of rostral CA2"
"UBERON:0034841"	"stratum pyramidale of rostral CA3"
"UBERON:0034860"	"stratum pyramidale of uncal CA1"
"UBERON:0034865"	"stratum pyramidale of uncal CA2"
"UBERON:0034871"	"stratum pyramidale of uncal CA3"
"UBERON:0005367"	"hippocampus granule cell layer"
"UBERON:0005371"	"hippocampus stratum oriens"
"UBERON:0014551"	"CA2 stratum oriens"
"UBERON:0014552"	"CA1 stratum oriens"
"UBERON:0014553"	"CA3 stratum oriens"
"UBERON:0034801"	"stratum oriens of caudal CA1"
"UBERON:0034806"	"stratum oriens of caudal CA2"
"UBERON:0034812"	"stratum oriens of caudal CA3"
"UBERON:0034831"	"stratum oriens of rostral CA1"
"UBERON:0034836"	"stratum oriens of rostral CA2"
"UBERON:0034842"	"stratum oriens of rostral CA3"
"UBERON:0034861"	"stratum oriens of uncal CA1"
"UBERON:0034866"	"stratum oriens of uncal CA2"
"UBERON:0034872"	"stratum oriens of uncal CA3"
"UBERON:0005372"	"hippocampus stratum radiatum"
"UBERON:0014554"	"CA1 stratum radiatum"
"UBERON:0014555"	"CA2 stratum radiatum"
"UBERON:0014556"	"CA3 stratum radiatum"
"UBERON:0034799"	"stratum radiatum of caudal CA1"
"UBERON:0034804"	"stratum radiatum of caudal CA2"
"UBERON:0034809"	"stratum radiatum of caudal CA3"
"UBERON:0034829"	"stratum radiatum of rostral CA1"
"UBERON:0034834"	"stratum radiatum of rostral CA2"
"UBERON:0034839"	"stratum radiatum of rostral CA3"
"UBERON:0034859"	"stratum radiatum of uncal CA1"
"UBERON:0034864"	"stratum radiatum of uncal CA2"
"UBERON:0034869"	"stratum radiatum of uncal CA3"
"UBERON:0007637"	"hippocampus stratum lucidum"
"UBERON:0014560"	"CA3 stratum lucidum"
"UBERON:0034810"	"stratum lucidum of caudal CA3"
"UBERON:0034840"	"stratum lucidum of rostral CA3"
"UBERON:0034870"	"stratum lucidum of uncal CA3"
"UBERON:0014567"	"layer of hippocampal field"
"UBERON:0035786"	"layer of CA1 field"
"UBERON:0014570"	"CA1 alveus"
"UBERON:0035787"	"layer of CA2 field"
"UBERON:0035802"	"alveus of CA2 field"
"UBERON:0035788"	"layer of CA3 field"
"UBERON:0014571"	"CA3 alveus"
"UBERON:0003876"	"hippocampal field"
"UBERON:0003881"	"CA1 field of hippocampus"
"UBERON:0034774"	"uncal CA1"
"UBERON:0034777"	"rostral CA1"
"UBERON:0034780"	"caudal CA1"
"UBERON:0003882"	"CA2 field of hippocampus"
"UBERON:0034775"	"uncal CA2"
"UBERON:0034778"	"rostral CA2"
"UBERON:0034781"	"caudal CA2"
"UBERON:0003883"	"CA3 field of hippocampus"
"UBERON:0034776"	"uncal CA3"
"UBERON:0034779"	"rostral CA3"
"UBERON:0034782"	"caudal CA3"
"UBERON:0003884"	"CA4 field of hippocampus"
"UBERON:0004683"	"parasubiculum"
"UBERON:0007639"	"hippocampus alveus"
"UBERON:0022230"	"retrohippocampal region"
"UBERON:0035971"	"postsubiculum"
"UBERON:0023787"	"subicular complex"
"UBERON:0023932"	"Sommer's sector"
"UBERON:0035970"	"calcar avis of the lateral ventricle"
"UBERON:8440013"	"fasciola cinerea"
"UBERON:0002586"	"calcarine sulcus"
"UBERON:0028395"	"calcarine sulcus (dorsal)"
"UBERON:0028396"	"calcarine sulcus (ventral)"
"UBERON:0002590"	"prepyriform area"
"UBERON:0002683"	"rhinal sulcus"
"UBERON:0002894"	"olfactory cortex"
"UBERON:0001883"	"olfactory tubercle"
"UBERON:0023867"	"islands of Calleja of olfactory tubercle"
"UBERON:0002266"	"anterior olfactory nucleus"
"UBERON:0002893"	"nucleus of lateral olfactory tract"
"UBERON:0002895"	"secondary olfactory cortex"
"UBERON:0013559"	"Brodmann (1909) area 28"
"UBERON:0004725"	"piriform cortex"
"UBERON:0014277"	"piriform cortex layer 1"
"UBERON:0023900"	"piriform cortex layer 1a"
"UBERON:0023901"	"piriform cortex layer 1b"
"UBERON:0014280"	"piriform cortex layer 2"
"UBERON:0022340"	"piriform cortex layer 2a"
"UBERON:0022341"	"piriform cortex layer 2b"
"UBERON:0014283"	"piriform cortex layer 3"
"UBERON:0022317"	"olfactory cortex layer 1"
"UBERON:0022318"	"olfactory cortex layer 2"
"UBERON:0022469"	"primary olfactory cortex"
"UBERON:0035044"	"olfactory cortex layer 3"
"UBERON:0002916"	"central sulcus"
"UBERON:0006083"	"perirhinal cortex"
"UBERON:0006102"	"Brodmann (1909) area 35"
"UBERON:0006104"	"Brodmann (1909) area 36"
"UBERON:0023936"	"perirhinal cortex of Burwell et al 1995"
"UBERON:0025581"	"perirhinal cortex of primate of Burwell et al 1995"
"UBERON:0025584"	"perirhinal cortex of rodent of Burwell et al 1995"
"UBERON:0006099"	"Brodmann (1909) area 1"
"UBERON:0006100"	"Brodmann (1909) area 3"
"UBERON:0006471"	"Brodmann (1909) area 5"
"UBERON:0006472"	"Brodmann (1909) area 6"
"UBERON:0006474"	"Brodmann (1909) area 30"
"UBERON:0006475"	"Brodmann (1909) area 31"
"UBERON:0006477"	"Brodmann (1909) area 34"
"UBERON:0006478"	"Brodmann (1909) area 37"
"UBERON:0006479"	"Brodmann (1909) area 38"
"UBERON:0006480"	"Brodmann (1909) area 39"
"UBERON:0006481"	"Brodmann (1909) area 44"
"UBERON:0009834"	"dorsolateral prefrontal cortex"
"UBERON:0013540"	"Brodmann (1909) area 9"
"UBERON:0014734"	"allocortex"
"UBERON:0002961"	"archicortex"
"UBERON:0014735"	"paleocortex"
"UBERON:0014736"	"periallocortex"
"UBERON:0014537"	"periamygdaloid cortex"
"UBERON:0013529"	"Brodmann area"
"UBERON:0004717"	"Brodmann (1909) area 29"
"UBERON:0004718"	"Brodmann (1909) area 26"
"UBERON:0006095"	"anterior transverse temporal area 41"
"UBERON:0006096"	"posterior transverse temporal area 42"
"UBERON:0013528"	"Brodmann (1909) area 11"
"UBERON:0013533"	"Brodmann (1909) area 2"
"UBERON:0013538"	"Brodmann (1909) area 7"
"UBERON:0013539"	"Brodmann (1909) area 8"
"UBERON:0013543"	"Brodmann (1909) area 12"
"UBERON:0013544"	"Brodmann (1909) area 13"
"UBERON:0013546"	"Brodmann (1909) area 15"
"UBERON:0013547"	"Brodmann (1909) area 16"
"UBERON:0013551"	"Brodmann (1909) area 20"
"UBERON:0013553"	"Brodmann (1909) area 22"
"UBERON:0013554"	"Brodmann (1909) area 23"
"UBERON:0013556"	"Brodmann (1909) area 25"
"UBERON:0013560"	"Brodmann (1909) area 32"
"UBERON:0013561"	"Brodmann (1909) area 43"
"UBERON:0013562"	"Brodmann (1909) area 8a"
"UBERON:0013589"	"koniocortex"
"UBERON:0013693"	"cerebral cortex neuropil"
"UBERON:0014950"	"layer of developing cerebral cortex"
"UBERON:0004035"	"cortical subplate"
"UBERON:0004040"	"cortical intermediate zone"
"UBERON:0034994"	"hindbrain cortical intermediate zone"
"UBERON:0005343"	"cortical plate"
"UBERON:0014935"	"cerebral cortex marginal layer"
"UBERON:0014936"	"cerebral cortex ventricular layer"
"UBERON:0014940"	"cerebral cortex subventricular zone"
"UBERON:0034711"	"cortical preplate"
"UBERON:0016634"	"premotor cortex"
"UBERON:0016636"	"supplemental motor cortex"
"UBERON:0022398"	"paracingulate gyrus"
"UBERON:0023852"	"temporoparietal junction"
"UBERON:8440011"	"cortical visual area"
"UBERON:8440024"	"visceral area"
"UBERON:8440039"	"piriform-amygdalar area"
"UBERON:8440040"	"dorsal peduncular area"
"UBERON:8440075"	"gustatory cortex"
"UBERON:0002023"	"claustrum of brain"
"UBERON:0014284"	"endopiriform nucleus"
"UBERON:0007334"	"nidopallium"
"UBERON:0035785"	"telencephalic song nucleus HVC"
"UBERON:0007347"	"hyperpallium"
"UBERON:0007349"	"mesopallium"
"UBERON:0007350"	"arcopallium"
"UBERON:0035808"	"robust nucleus of arcopallium"
"UBERON:0007351"	"nucleus isthmo-opticus"
"UBERON:0014733"	"dorsal ventricular ridge of pallium"
"UBERON:0014738"	"medial pallium"
"UBERON:0014740"	"dorsal pallium"
"UBERON:0014742"	"central nucleus of pallium"
"UBERON:0014741"	"lateral pallium"
"UBERON:0034991"	"anterior cortical amygdaloid nucleus"
"UBERON:0014751"	"P1 area of pallium (Myxiniformes)"
"UBERON:0014752"	"P2 area of pallium (Myxiniformes)"
"UBERON:0014753"	"P3 area of pallium (Myxiniformes)"
"UBERON:0014754"	"P4 area of pallium (Myxiniformes)"
"UBERON:0014755"	"P5 area of pallium (Myxiniformes)"
"UBERON:0014756"	"Wulst"
"UBERON:0014757"	"hyperpallium apicale"
"UBERON:0014758"	"interstitial part of hyperpallium apicale"
"UBERON:0014759"	"entopallium"
"UBERON:0014913"	"ventral pallium"
"UBERON:2000589"	"sulcus ypsiloniformis"
"UBERON:0000204"	"ventral part of telencephalon"
"UBERON:0005341"	"ventral commissure"
"UBERON:0000935"	"anterior commissure"
"UBERON:0003039"	"anterior commissure anterior part"
"UBERON:0003043"	"posterior part of anterior commissure"
"UBERON:2000185"	"commissura rostral, pars ventralis"
"UBERON:2000638"	"commissura rostral, pars dorsalis"
"UBERON:0001909"	"habenular commissure"
"UBERON:2000176"	"lateral entopeduncular nucleus"
"UBERON:0000445"	"habenular trigone"
"UBERON:0000988"	"pons"
"UBERON:0000127"	"facial nucleus"
"UBERON:0003011"	"facial motor nucleus"
"UBERON:0002147"	"reticulotegmental nucleus"
"UBERON:0002160"	"nucleus prepositus"
"UBERON:0002633"	"motor nucleus of trigeminal nerve"
"UBERON:2000502"	"dorsal motor nucleus trigeminal nerve"
"UBERON:2000703"	"ventral motor nucleus trigeminal nerve"
"UBERON:0002567"	"basal part of pons"
"UBERON:0002732"	"longitudinal pontine fibers"
"UBERON:0002735"	"transverse pontine fibers"
"UBERON:0002151"	"pontine nuclear group"
"UBERON:0002682"	"abducens nucleus"
"UBERON:2000629"	"caudal motor nucleus of abducens"
"UBERON:2000654"	"rostral motor nucleus of abducens"
"UBERON:0002793"	"dorsal longitudinal fasciculus of pons"
"UBERON:0002794"	"medial longitudinal fasciculus of pons"
"UBERON:0002869"	"diffuse reticular nucleus"
"UBERON:0003023"	"pontine tegmentum"
"UBERON:0002731"	"vestibulocochlear nerve root"
"UBERON:8440074"	"interstitial nucleus of the vestibular nerve"
"UBERON:0002573"	"pontine reticular formation"
"UBERON:0002993"	"inferior central nucleus"
"UBERON:0002963"	"caudal pontine reticular nucleus"
"UBERON:0002968"	"central gray substance of pons"
"UBERON:0007413"	"nucleus of pontine reticular formation"
"UBERON:0002999"	"oral pontine reticular nucleus"
"UBERON:0035976"	"accessory abducens nucleus"
"UBERON:8440021"	"noradrenergic cell group A7"
"UBERON:0002047"	"pontine raphe nucleus"
"UBERON:0002128"	"superior olivary complex"
"UBERON:0002832"	"ventral nucleus of trapezoid body"
"UBERON:0002971"	"periolivary nucleus"
"UBERON:0016637"	"lateral periolivary nucleus"
"UBERON:0022437"	"dorsal periolivary nucleus"
"UBERON:0002976"	"preolivary nucleus"
"UBERON:0007247"	"nucleus of superior olivary complex"
"UBERON:0002779"	"lateral superior olivary nucleus"
"UBERON:0002782"	"medial superior olivary nucleus"
"UBERON:0007633"	"nucleus of trapezoid body"
"UBERON:0002833"	"medial nucleus of trapezoid body"
"UBERON:0009053"	"dorsal nucleus of trapezoid body"
"UBERON:0016843"	"lateral nucleus of trapezoid body"
"UBERON:0035930"	"retro-olivary nucleus"
"UBERON:8440043"	"superior paraolivary nucleus"
"UBERON:0022434"	"primary superior olive"
"UBERON:0002148"	"locus ceruleus"
"UBERON:0002149"	"superior salivatory nucleus"
"UBERON:0002597"	"principal sensory nucleus of trigeminal nerve"
"UBERON:0002604"	"ventral nucleus of lateral lemniscus"
"UBERON:0002549"	"ventral trigeminal tract"
"UBERON:0002552"	"vestibulocerebellar tract"
"UBERON:0002775"	"olivocochlear bundle"
"UBERON:0002783"	"central tegmental tract of pons"
"UBERON:0002787"	"decussation of trochlear nerve"
"UBERON:0002790"	"dorsal acoustic stria"
"UBERON:0002797"	"dorsal trigeminal tract"
"UBERON:0002798"	"spinothalamic tract of pons"
"UBERON:0002800"	"spinal trigeminal tract of pons"
"UBERON:0002918"	"medial parabrachial nucleus"
"UBERON:0002930"	"tectopontine tract"
"UBERON:0002932"	"trapezoid body"
"UBERON:0002952"	"intermediate acoustic stria"
"UBERON:0002958"	"medial lemniscus of pons"
"UBERON:0003007"	"lateral parabrachial nucleus"
"UBERON:0003046"	"ventral acoustic stria"
"UBERON:0014915"	"genu of facial nerve"
"UBERON:0019293"	"white matter of pontine tegmentum"
"UBERON:0022271"	"corticopontine fibers"
"UBERON:0022424"	"supragenual nucleus of pontine tegmentum"
"UBERON:0035973"	"nucleus incertus"
"UBERON:8440019"	"noradrenergic cell group A5"
"UBERON:8440037"	"accessory facial motor nucleus"
"UBERON:8440072"	"lateral tegmental nucleus"
"UBERON:0004048"	"pontine cistern"
"UBERON:0004133"	"salivatory nucleus"
"UBERON:0002872"	"inferior salivatory nucleus"
"UBERON:0007632"	"Barrington's nucleus"
"UBERON:0007634"	"parabrachial nucleus"
"UBERON:0019292"	"white matter of pons"
"UBERON:0024110"	"basis pontis"
"UBERON:8440035"	"sublaterodorsal nucleus"
"UBERON:8440036"	"supratrigeminal nucleus"
"UBERON:0001890"	"forebrain"
"UBERON:0000349"	"limbic system"
"UBERON:0001876"	"amygdala"
"UBERON:0002729"	"claustral amygdaloid area"
"UBERON:0006107"	"basolateral amygdaloid nuclear complex"
"UBERON:0002885"	"accessory basal amygdaloid nucleus"
"UBERON:0002886"	"lateral amygdaloid nucleus"
"UBERON:0002887"	"basal amygdaloid nucleus"
"UBERON:0002888"	"lateral part of basal amygdaloid nucleus"
"UBERON:0002889"	"medial part of basal amygdaloid nucleus"
"UBERON:0006108"	"corticomedial nuclear complex"
"UBERON:0002890"	"anterior amygdaloid area"
"UBERON:0002891"	"cortical amygdaloid nucleus"
"UBERON:0035001"	"posteromedial cortical amygdaloid nucleus"
"UBERON:0034999"	"posterolateral cortical amygdaloid nucleus"
"UBERON:0002892"	"medial amygdaloid nucleus"
"UBERON:0035977"	"bed nucleus of the accessory olfactory tract"
"UBERON:0034673"	"amygdalohippocampal area"
"UBERON:0035026"	"amygdalohippocampal transition area"
"UBERON:0035027"	"amygdalohippocampal area, magnocellular division"
"UBERON:0035028"	"amygdalohippocampal area, parvocellular division"
"UBERON:0002883"	"central amygdaloid nucleus"
"UBERON:0002884"	"intercalated amygdaloid nuclei"
"UBERON:0022229"	"posterior amygdaloid nucleus"
"UBERON:0034989"	"amygdalopiriform transition area"
"UBERON:0013201"	"olfactory pathway"
"UBERON:0001898"	"hypothalamus"
"UBERON:0001910"	"medial forebrain bundle"
"UBERON:2000910"	"medial forebrain bundle telencephalon"
"UBERON:0002271"	"periventricular zone of hypothalamus"
"UBERON:0001929"	"supraoptic nucleus"
"UBERON:0024079"	"tuberal supraoptic nucleus"
"UBERON:0035928"	"dorsolateral part of supraoptic nucleus"
"UBERON:0001930"	"paraventricular nucleus of hypothalamus"
"UBERON:0014602"	"paraventricular nucleus of the hypothalamus descending division"
"UBERON:0014595"	"paraventricular nucleus of the hypothalamus descending division - medial parvocellular part, ventral zone"
"UBERON:0014596"	"paraventricular nucleus of the hypothalamus descending division - dorsal parvocellular part"
"UBERON:0014597"	"paraventricular nucleus of the hypothalamus descending division - lateral parvocellular part"
"UBERON:0014598"	"paraventricular nucleus of the hypothalamus descending division - forniceal part"
"UBERON:0014603"	"paraventricular nucleus of the hypothalamus magnocellular division"
"UBERON:0014599"	"paraventricular nucleus of the hypothalamus magnocellular division - anterior magnocellular part"
"UBERON:0014600"	"paraventricular nucleus of the hypothalamus magnocellular division - medial magnocellular part"
"UBERON:0014601"	"paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part"
"UBERON:0014604"	"paraventricular nucleus of the hypothalamus parvocellular division"
"UBERON:0001932"	"arcuate nucleus of hypothalamus"
"UBERON:0035596"	"circular nucleus of antherior hypothalamic nucleus"
"UBERON:8440007"	"periventricular hypothalamic nucleus, anterior part"
"UBERON:8440008"	"periventricular hypothalamic nucleus, intermediate part"
"UBERON:0002272"	"medial zone of hypothalamus"
"UBERON:0001933"	"retrochiasmatic area"
"UBERON:0001934"	"dorsomedial nucleus of hypothalamus"
"UBERON:0002034"	"suprachiasmatic nucleus"
"UBERON:0027768"	"suprachiasmatic nucleus dorsomedial part"
"UBERON:0027771"	"suprachiasmatic nucleus ventrolateral part"
"UBERON:0002206"	"mammillary body"
"UBERON:0001936"	"tuberomammillary nucleus"
"UBERON:0014593"	"tuberomammillary nucleus dorsal part"
"UBERON:0014594"	"tuberomammillary nucleus ventral part"
"UBERON:0001938"	"lateral mammillary nucleus"
"UBERON:0001939"	"medial mammillary nucleus"
"UBERON:0002632"	"medial part of medial mammillary nucleus"
"UBERON:0002664"	"lateral part of medial mammillary nucleus"
"UBERON:0001940"	"supramammillary nucleus"
"UBERON:0006695"	"mammillary axonal complex"
"UBERON:0002990"	"mammillothalamic tract of hypothalamus"
"UBERON:0006696"	"mammillothalamic axonal tract"
"UBERON:0006697"	"mammillotectal axonal tract"
"UBERON:0006698"	"mammillotegmental axonal tract"
"UBERON:0002620"	"tuber cinereum"
"UBERON:0007626"	"subparaventricular zone"
"UBERON:0002273"	"lateral zone of hypothalamus"
"UBERON:0001931"	"lateral preoptic nucleus"
"UBERON:0002274"	"perifornical nucleus"
"UBERON:0002430"	"lateral hypothalamic area"
"UBERON:0000435"	"lateral tuberal nucleus"
"UBERON:0001937"	"lateral hypothalamic nucleus"
"UBERON:8440042"	"nucleus lateralis tuberis system (sensu Teleostei)"
"UBERON:0003008"	"dorsal longitudinal fasciculus of hypothalamus"
"UBERON:0002550"	"anterior hypothalamic region"
"UBERON:0002676"	"ventral supraoptic decussation"
"UBERON:0002689"	"supraoptic crest"
"UBERON:0002690"	"anteroventral periventricular nucleus"
"UBERON:0002697"	"dorsal supraoptic decussation"
"UBERON:0002699"	"supraopticohypophysial tract"
"UBERON:0002555"	"intermediate hypothalamic region"
"UBERON:0001935"	"ventromedial nucleus of hypothalamus"
"UBERON:0002746"	"intermediate periventricular nucleus"
"UBERON:0002770"	"posterior hypothalamic region"
"UBERON:0002708"	"posterior periventricular nucleus"
"UBERON:0002712"	"premammillary nucleus"
"UBERON:0007767"	"dorsal premammillary nucleus"
"UBERON:0007768"	"ventral premammillary nucleus"
"UBERON:0002720"	"mammillary peduncle"
"UBERON:0002723"	"mammillary princeps fasciculus"
"UBERON:0002706"	"posterior nucleus of hypothalamus"
"UBERON:0002991"	"supramammillary commissure"
"UBERON:0002954"	"dorsal hypothalamic area"
"UBERON:0006568"	"hypothalamic nucleus"
"UBERON:2000485"	"central nucleus inferior lobe"
"UBERON:0014650"	"dorsal hypothalamic nucleus"
"UBERON:0014665"	"nucleus preopticus"
"UBERON:0014666"	"nucleus recessus preopticus"
"UBERON:0014667"	"periventricular nucleus of hypothalamus"
"UBERON:0036177"	"nucleus recessus"
"UBERON:0014663"	"nucleus recessus lateralis"
"UBERON:0014664"	"nucleus recessus posterioris"
"UBERON:2000193"	"diffuse nuclei"
"UBERON:2000324"	"caudal periventricular hypothalamus"
"UBERON:2005339"	"nucleus of the lateral recess"
"UBERON:2005340"	"nucleus of the posterior recess"
"UBERON:2000581"	"rostral tuberal nucleus"
"UBERON:8440014"	"ventrolateral preoptic nucleus"
"UBERON:8440041"	"tuberal nucleus (sensu Rodentia)"
"UBERON:0034943"	"saccus vasculosus"
"UBERON:2000305"	"ventral sulcus"
"UBERON:2000392"	"median tuberal portion"
"UBERON:2000347"	"dorsal zone of median tuberal portion of hypothalamus"
"UBERON:2000165"	"inferior lobe"
"UBERON:2000199"	"dorsal periventricular hypothalamus"
"UBERON:2000634"	"caudal zone of median tuberal portion of hypothalamus"
"UBERON:2000707"	"ventral zone"
"UBERON:0001893"	"telencephalon"
"UBERON:0005561"	"telencephalon lateral wall"
"UBERON:0005400"	"telencephalon arachnoid mater"
"UBERON:0001663"	"cerebral vein"
"UBERON:0001664"	"inferior cerebral vein"
"UBERON:0001672"	"anterior cerebral vein"
"UBERON:0006666"	"great cerebral vein"
"UBERON:0016559"	"superficial cerebral vein"
"UBERON:0035150"	"superior cerebral vein"
"UBERON:0016564"	"deep cerebral vein"
"UBERON:0035530"	"basal vein"
"UBERON:0035151"	"dorsal cerebral vein"
"UBERON:0035152"	"internal cerebral vein"
"UBERON:0035231"	"superficial middle cerebral vein"
"UBERON:0035532"	"deep middle cerebral vein"
"UBERON:0001869"	"cerebral hemisphere"
"UBERON:0001875"	"globus pallidus"
"UBERON:0002727"	"medial medullary lamina of globus pallidus"
"UBERON:0002476"	"lateral globus pallidus"
"UBERON:0002477"	"medial globus pallidus"
"UBERON:0002763"	"accessory medullary lamina of globus pallidus"
"UBERON:0006516"	"dorsal pallidum"
"UBERON:0002765"	"lateral medullary lamina of globus pallidus"
"UBERON:0002778"	"ventral pallidum"
"UBERON:0003017"	"substantia innominata"
"UBERON:0010010"	"basal nucleus of telencephalon"
"UBERON:0001881"	"island of Calleja"
"UBERON:0023868"	"isla magna of Calleja"
"UBERON:0001887"	"internal capsule of telencephalon"
"UBERON:0014525"	"limb of internal capsule of telencephalon"
"UBERON:0014526"	"anterior limb of internal capsule"
"UBERON:0034746"	"anterior thalamic radiation"
"UBERON:0014527"	"posterior limb of internal capsule"
"UBERON:0034749"	"retrolenticular part of internal capsule"
"UBERON:0034747"	"posterior thalamic radiation"
"UBERON:0000446"	"septum of telencephalon"
"UBERON:0002663"	"septal nuclear complex"
"UBERON:0001878"	"septofimbrial nucleus"
"UBERON:0001879"	"nucleus of diagonal band"
"UBERON:0001880"	"bed nucleus of stria terminalis"
"UBERON:0023958"	"bed nuclei of the stria terminalis oval nucleus"
"UBERON:0034894"	"lateral nucleus of stria terminalis"
"UBERON:0034895"	"medial nucleus of stria terminalis"
"UBERON:0002219"	"subfornical organ"
"UBERON:0002931"	"dorsal septal nucleus"
"UBERON:0002933"	"nucleus of anterior commissure"
"UBERON:0002977"	"triangular septal nucleus"
"UBERON:0007629"	"medial septal complex"
"UBERON:0001877"	"medial septal nucleus"
"UBERON:0007630"	"septohippocampal nucleus"
"UBERON:0019308"	"septohypothalamic nucleus"
"UBERON:0004714"	"septum pellucidum"
"UBERON:0002742"	"lamina of septum pellucidum"
"UBERON:0009857"	"cavum septum pellucidum"
"UBERON:0005401"	"cerebral hemisphere gray matter"
"UBERON:0002437"	"cerebral hemisphere white matter"
"UBERON:0002473"	"intercerebral commissure"
"UBERON:0002336"	"corpus callosum"
"UBERON:0000373"	"tapetum of corpus callosum"
"UBERON:0015510"	"body of corpus callosum"
"UBERON:0015599"	"genu of corpus callosum"
"UBERON:0034678"	"forceps minor of corpus callosum"
"UBERON:0015703"	"rostrum of corpus callosum"
"UBERON:0015708"	"splenium of the corpus callosum"
"UBERON:0034676"	"forceps major of corpus callosum"
"UBERON:0035924"	"radiation of corpus callosum"
"UBERON:0013614"	"fasciculus aberans"
"UBERON:0000908"	"hippocampal commissure"
"UBERON:0002741"	"diagonal band of Broca"
"UBERON:0006125"	"subdivision of diagonal band"
"UBERON:0006123"	"horizontal limb of the diagonal band"
"UBERON:0006124"	"vertical limb of the diagonal band"
"UBERON:0002745"	"ventral amygdalofugal projection"
"UBERON:0003029"	"stria terminalis"
"UBERON:0004545"	"external capsule of telencephalon"
"UBERON:0004682"	"corona radiata of neuraxis"
"UBERON:0022425"	"anterior corona radiata"
"UBERON:0022426"	"superior corona radiata"
"UBERON:0022427"	"posterior corona radiata"
"UBERON:0008967"	"centrum semiovale"
"UBERON:0014528"	"extreme capsule"
"UBERON:0015117"	"lamina terminalis of cerebral hemisphere"
"UBERON:0016527"	"white matter of cerebral lobe"
"UBERON:0016528"	"white matter of frontal lobe"
"UBERON:0016531"	"white matter of parietal lobe"
"UBERON:0016534"	"white matter of temporal lobe"
"UBERON:0016536"	"white matter of limbic lobe"
"UBERON:0022260"	"radiation of cerebral hemisphere"
"UBERON:0022262"	"auditory radiation"
"UBERON:0022264"	"optic radiation"
"UBERON:0035935"	"Meyer's loop of optic radiation"
"UBERON:0002812"	"left cerebral hemisphere"
"UBERON:0002802"	"left parietal lobe"
"UBERON:0002804"	"left limbic lobe"
"UBERON:0002808"	"left temporal lobe"
"UBERON:0013161"	"left lateral ventricle"
"UBERON:0002813"	"right cerebral hemisphere"
"UBERON:0002803"	"right parietal lobe"
"UBERON:0002805"	"right limbic lobe"
"UBERON:0002809"	"right temporal lobe"
"UBERON:0013162"	"right lateral ventricle"
"UBERON:0009899"	"pole of cerebral hemisphere"
"UBERON:0002576"	"temporal pole"
"UBERON:0002795"	"frontal pole"
"UBERON:0014532"	"white matter lamina of cerebral hemisphere"
"UBERON:0016526"	"lobe of cerebral hemisphere"
"UBERON:0001871"	"temporal lobe"
"UBERON:0002734"	"superior temporal sulcus"
"UBERON:0028622"	"banks of superior temporal sulcus"
"UBERON:0002569"	"transverse temporal sulcus"
"UBERON:0002969"	"inferior temporal sulcus"
"UBERON:0014687"	"temporal sulcus"
"UBERON:0014689"	"middle temporal sulcus"
"UBERON:0027113"	"anterior middle temporal sulcus"
"UBERON:0025768"	"posterior middle temporal sulcus"
"UBERON:0022268"	"planum temporale"
"UBERON:0022429"	"temporal cortex cingulum"
"UBERON:0001872"	"parietal lobe"
"UBERON:0002913"	"intraparietal sulcus"
"UBERON:0002915"	"postcentral sulcus of parietal lobe"
"UBERON:0003938"	"sensory dissociation area"
"UBERON:0006088"	"inferior parietal cortex"
