"source"	"source_name"	"relation"	"target"	"target_name"
"UBERON:0002634"	"anterior nucleus of hypothalamus"	"capable of part of"	"GO:0001659"	"temperature homeostasis"
"GO:0021678"	"third ventricle development"	"results in development of"	"UBERON:0002286"	"third ventricle"
"UBERON:0001905"	"pineal body"	"capable of"	"GO:0030187"	"melatonin biosynthetic process"
"GO:0021982"	"pineal gland development"	"results in development of"	"UBERON:0001905"	"pineal body"
"GO:0021961"	"posterior commissure morphogenesis"	"results in morphogenesis of"	"UBERON:0000936"	"posterior commissure"
"GO:0021771"	"lateral geniculate nucleus development"	"results in development of"	"UBERON:0001926"	"lateral geniculate body"
"GO:0021763"	"subthalamic nucleus development"	"results in development of"	"UBERON:0001906"	"subthalamic nucleus"
"UBERON:0002739"	"medial dorsal nucleus of thalamus"	"capable of part of"	"GO:0007613"	"memory"
"GO:0021794"	"thalamus development"	"results in development of"	"UBERON:0001897"	"dorsal plus ventral thalamus"
"GO:0021538"	"epithalamus development"	"results in development of"	"UBERON:0001899"	"epithalamus"
"GO:0021986"	"habenula development"	"results in development of"	"UBERON:0001904"	"habenula"
"GO:0021539"	"subthalamus development"	"results in development of"	"UBERON:0001900"	"ventral thalamus"
"GO:0022006"	"zona limitans intrathalamica formation"	"results in formation of anatomical entity"	"UBERON:0009848"	"zona limitans intrathalamica"
"UBERON:0004922"	"postnatal subventricular zone"	"contains process"	"GO:0022008"	"neurogenesis"
"GO:0022028"	"tangential migration from the subventricular zone to the olfactory bulb"	"has target start location"	"UBERON:0004922"	"postnatal subventricular zone"
"GO:0021849"	"neuroblast division in subventricular zone"	"occurs in"	"UBERON:0004922"	"postnatal subventricular zone"
"GO:1904693"	"midbrain morphogenesis"	"results in morphogenesis of"	"UBERON:0001891"	"midbrain"
"GO:0033278"	"cell proliferation in midbrain"	"occurs in"	"UBERON:0001891"	"midbrain"
"GO:0030901"	"midbrain development"	"results in development of"	"UBERON:0001891"	"midbrain"
"UBERON:0001718"	"mesencephalic nucleus of trigeminal nerve"	"capable of part of"	"GO:0019230"	"proprioception"
"GO:0021739"	"mesencephalic trigeminal nucleus development"	"results in development of"	"UBERON:0001718"	"mesencephalic nucleus of trigeminal nerve"
"GO:0021724"	"inferior raphe nucleus development"	"results in development of"	"UBERON:0002043"	"dorsal raphe nucleus"
"GO:1904866"	"ventral tegmental area development"	"results in development of"	"UBERON:0002691"	"ventral tegmental area"
"GO:0021762"	"substantia nigra development"	"results in development of"	"UBERON:0002038"	"substantia nigra"
"GO:0061380"	"superior colliculus development"	"results in development of"	"UBERON:0001945"	"superior colliculus"
"GO:0061379"	"inferior colliculus development"	"results in development of"	"UBERON:0001946"	"inferior colliculus"
"GO:0061378"	"corpora quadrigemina development"	"results in development of"	"UBERON:0002259"	"corpora quadrigemina"
"GO:0030902"	"hindbrain development"	"results in development of"	"UBERON:0002028"	"hindbrain"
"GO:0021535"	"cell migration in hindbrain"	"occurs in"	"UBERON:0002028"	"hindbrain"
"GO:0021534"	"cell proliferation in hindbrain"	"occurs in"	"UBERON:0002028"	"hindbrain"
"GO:0021533"	"cell differentiation in hindbrain"	"occurs in"	"UBERON:0002028"	"hindbrain"
"GO:0021578"	"hindbrain maturation"	"results in maturation of"	"UBERON:0002028"	"hindbrain"
"GO:0021576"	"hindbrain formation"	"results in formation of anatomical entity"	"UBERON:0002028"	"hindbrain"
"GO:0021575"	"hindbrain morphogenesis"	"results in morphogenesis of"	"UBERON:0002028"	"hindbrain"
"GO:0022037"	"metencephalon development"	"results in development of"	"UBERON:0001895"	"metencephalon"
"GO:0021590"	"cerebellum maturation"	"results in maturation of"	"UBERON:0002037"	"cerebellum"
"GO:0021588"	"cerebellum formation"	"results in formation of anatomical entity"	"UBERON:0002037"	"cerebellum"
"GO:0021587"	"cerebellum morphogenesis"	"results in morphogenesis of"	"UBERON:0002037"	"cerebellum"
"GO:0021549"	"cerebellum development"	"results in development of"	"UBERON:0002037"	"cerebellum"
"UBERON:0002129"	"cerebellar cortex"	"capable of part of"	"GO:0007613"	"memory"
"GO:0021699"	"cerebellar cortex maturation"	"results in maturation of"	"UBERON:0002129"	"cerebellar cortex"
"GO:0021697"	"cerebellar cortex formation"	"results in formation of anatomical entity"	"UBERON:0002129"	"cerebellar cortex"
"GO:0021696"	"cerebellar cortex morphogenesis"	"results in morphogenesis of"	"UBERON:0002129"	"cerebellar cortex"
"GO:0021695"	"cerebellar cortex development"	"results in development of"	"UBERON:0002129"	"cerebellar cortex"
"UBERON:0004720"	"cerebellar vermis"	"capable of part of"	"GO:0040011"	"locomotion"
"UBERON:0002131"	"anterior lobe of cerebellum"	"capable of part of"	"GO:0019230"	"proprioception"
"GO:0021686"	"cerebellar granular layer maturation"	"results in maturation of"	"UBERON:0002956"	"granular layer of cerebellar cortex"
"GO:0021684"	"cerebellar granular layer formation"	"results in formation of anatomical entity"	"UBERON:0002956"	"granular layer of cerebellar cortex"
"GO:0021683"	"cerebellar granular layer morphogenesis"	"results in morphogenesis of"	"UBERON:0002956"	"granular layer of cerebellar cortex"
"GO:0021681"	"cerebellar granular layer development"	"results in development of"	"UBERON:0002956"	"granular layer of cerebellar cortex"
"GO:0021690"	"cerebellar molecular layer maturation"	"results in maturation of"	"UBERON:0002974"	"molecular layer of cerebellar cortex"
"GO:0021688"	"cerebellar molecular layer formation"	"results in formation of anatomical entity"	"UBERON:0002974"	"molecular layer of cerebellar cortex"
"GO:0021687"	"cerebellar molecular layer morphogenesis"	"results in morphogenesis of"	"UBERON:0002974"	"molecular layer of cerebellar cortex"
"GO:0021679"	"cerebellar molecular layer development"	"results in development of"	"UBERON:0002974"	"molecular layer of cerebellar cortex"
"GO:0021694"	"cerebellar Purkinje cell layer formation"	"results in formation of anatomical entity"	"UBERON:0002979"	"Purkinje cell layer of cerebellar cortex"
"GO:0021692"	"cerebellar Purkinje cell layer morphogenesis"	"results in morphogenesis of"	"UBERON:0002979"	"Purkinje cell layer of cerebellar cortex"
"GO:0021691"	"cerebellar Purkinje cell layer maturation"	"results in maturation of"	"UBERON:0002979"	"Purkinje cell layer of cerebellar cortex"
"GO:0021680"	"cerebellar Purkinje cell layer development"	"results in development of"	"UBERON:0002979"	"Purkinje cell layer of cerebellar cortex"
"GO:0021737"	"emboliform nucleus development"	"results in development of"	"UBERON:0002602"	"emboliform nucleus"
"GO:0021736"	"globose nucleus development"	"results in development of"	"UBERON:0002613"	"cerebellum globose nucleus"
"GO:0021735"	"dentate nucleus development"	"results in development of"	"UBERON:0002132"	"dentate nucleus"
"GO:0021738"	"fastigial nucleus development"	"results in development of"	"UBERON:0002153"	"fastigial nucleus"
"GO:0061301"	"cerebellum vasculature morphogenesis"	"results in morphogenesis of"	"UBERON:0006694"	"cerebellum vasculature"
"GO:0061300"	"cerebellum vasculature development"	"results in development of"	"UBERON:0006694"	"cerebellum vasculature"
"GO:0021582"	"medulla oblongata maturation"	"results in maturation of"	"UBERON:0001896"	"medulla oblongata"
"GO:0021580"	"medulla oblongata formation"	"results in formation of anatomical entity"	"UBERON:0001896"	"medulla oblongata"
"GO:0021579"	"medulla oblongata morphogenesis"	"results in morphogenesis of"	"UBERON:0001896"	"medulla oblongata"
"GO:0021550"	"medulla oblongata development"	"results in development of"	"UBERON:0001896"	"medulla oblongata"
"UBERON:0001896"	"medulla oblongata"	"capable of"	"GO:0044058"	"regulation of digestive system process"
"UBERON:0001896"	"medulla oblongata"	"capable of"	"GO:0043576"	"regulation of respiratory gaseous exchange"
"UBERON:0001896"	"medulla oblongata"	"capable of"	"GO:0002027"	"regulation of heart rate"
"GO:0021717"	"inferior olivary nucleus maturation"	"results in maturation of"	"UBERON:0007244"	"inferior olivary nucleus"
"GO:0021715"	"inferior olivary nucleus formation"	"results in formation of anatomical entity"	"UBERON:0007244"	"inferior olivary nucleus"
"GO:0021714"	"inferior olivary nucleus morphogenesis"	"results in morphogenesis of"	"UBERON:0007244"	"inferior olivary nucleus"
"GO:0021713"	"inferior olivary nucleus development"	"results in development of"	"UBERON:0007244"	"inferior olivary nucleus"
"GO:0021741"	"spinal trigeminal nucleus development"	"results in development of"	"UBERON:0001717"	"spinal nucleus of trigeminal nerve"
"GO:0021745"	"nucleus ambiguus development"	"results in development of"	"UBERON:0001719"	"nucleus ambiguus"
"UBERON:0002126"	"solitary tract nuclear complex"	"capable of part of"	"GO:0003019"	"central nervous system control of baroreceptor feedback"
"GO:0021746"	"solitary nucleus development"	"results in development of"	"UBERON:0009050"	"nucleus of solitary tract"
"UBERON:0002161"	"gracile nucleus"	"capable of part of"	"GO:0019230"	"proprioception"
"GO:0034429"	"tectobulbar tract morphogenesis"	"results in morphogenesis of"	"UBERON:0002164"	"tectobulbar tract"
"GO:0021747"	"cochlear nucleus development"	"results in development of"	"UBERON:0001720"	"cochlear nucleus"
"GO:0021749"	"ventral cochlear nucleus development"	"results in development of"	"UBERON:0002828"	"ventral cochlear nucleus"
"GO:0021748"	"dorsal cochlear nucleus development"	"results in development of"	"UBERON:0002829"	"dorsal cochlear nucleus"
"GO:0021723"	"medullary reticular formation development"	"results in development of"	"UBERON:0002559"	"medullary reticular formation"
"GO:0021729"	"superior reticular formation development"	"results in development of"	"UBERON:0004166"	"superior reticular formation"
"GO:0021726"	"lateral reticular nucleus development"	"results in development of"	"UBERON:0002154"	"lateral reticular nucleus"
"GO:0021727"	"intermediate reticular formation development"	"results in development of"	"UBERON:0009776"	"intermediate reticular formation"
"GO:0021728"	"inferior reticular formation development"	"results in development of"	"UBERON:2000523"	"inferior reticular formation"
"GO:0021750"	"vestibular nucleus development"	"results in development of"	"UBERON:0002673"	"vestibular nuclear complex"
"GO:0035764"	"dorsal motor nucleus of vagus nerve formation"	"results in formation of anatomical entity"	"UBERON:0002870"	"dorsal motor nucleus of vagus nerve"
"GO:0035762"	"dorsal motor nucleus of vagus nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0002870"	"dorsal motor nucleus of vagus nerve"
"GO:0035761"	"dorsal motor nucleus of vagus nerve maturation"	"results in maturation of"	"UBERON:0002870"	"dorsal motor nucleus of vagus nerve"
"GO:0021744"	"dorsal motor nucleus of vagus nerve development"	"results in development of"	"UBERON:0002870"	"dorsal motor nucleus of vagus nerve"
"GO:0021743"	"hypoglossal nucleus development"	"results in development of"	"UBERON:0002871"	"hypoglossal nucleus"
"UBERON:0002944"	"spinothalamic tract of medulla"	"capable of part of"	"GO:0019233"	"sensory perception of pain"
"GO:0021963"	"spinothalamic tract morphogenesis"	"results in morphogenesis of"	"UBERON:0002944"	"spinothalamic tract of medulla"
"UBERON:0002987"	"anterior spinocerebellar tract"	"capable of part of"	"GO:0019230"	"proprioception"
"UBERON:0005807"	"rostral ventrolateral medulla"	"capable of part of"	"GO:0008217"	"regulation of blood pressure"
"GO:0061451"	"retrotrapezoid nucleus development"	"results in development of"	"UBERON:0009918"	"retrotrapezoid nucleus"
"GO:0021964"	"rubrospinal tract morphogenesis"	"results in morphogenesis of"	"UBERON:0002714"	"rubrospinal tract"
"UBERON:0002719"	"spino-olivary tract"	"capable of part of"	"GO:0019230"	"proprioception"
"GO:0021592"	"fourth ventricle development"	"results in development of"	"UBERON:0002422"	"fourth ventricle"
"GO:0021725"	"superior raphe nucleus development"	"results in development of"	"UBERON:2000440"	"superior raphe nucleus"
"GO:0003360"	"brainstem development"	"results in development of"	"UBERON:0002298"	"brainstem"
"UBERON:0004684"	"raphe nuclei"	"capable of"	"GO:0001820"	"serotonin secretion"
"GO:1990379"	"lipid transport across blood-brain barrier"	"results in transport across"	"UBERON:0000120"	"blood brain barrier"
"GO:0150104"	"transport across blood-brain barrier"	"results in transport across"	"UBERON:0000120"	"blood brain barrier"
"GO:0021957"	"corticospinal tract morphogenesis"	"results in morphogenesis of"	"UBERON:0002707"	"corticospinal tract"
"GO:0021965"	"spinal cord ventral commissure morphogenesis"	"results in morphogenesis of"	"UBERON:0004170"	"spinal cord ventral commissure"
"UBERON:0002753"	"posterior spinocerebellar tract"	"capable of part of"	"GO:0019230"	"proprioception"
"UBERON:0004171"	"trigeminothalamic tract"	"capable of part of"	"GO:0019233"	"sensory perception of pain"
"GO:0021974"	"trigeminothalamic tract morphogenesis"	"results in morphogenesis of"	"UBERON:0004171"	"trigeminothalamic tract"
"GO:0021975"	"pons reticulospinal tract morphogenesis"	"results in morphogenesis of"	"UBERON:0004172"	"pons reticulospinal tract"
"GO:0021976"	"medulla reticulospinal tract morphogenesis"	"results in morphogenesis of"	"UBERON:0004173"	"medulla reticulospinal tract"
"GO:0021959"	"cuneatus tract morphogenesis"	"results in morphogenesis of"	"UBERON:0005832"	"cuneate fasciculus"
"GO:0021962"	"vestibulospinal tract morphogenesis"	"results in morphogenesis of"	"UBERON:0002768"	"vestibulospinal tract"
"GO:0021977"	"tectospinal tract morphogenesis"	"results in morphogenesis of"	"UBERON:0002949"	"tectospinal tract"
"UBERON:0005821"	"gracile fasciculus"	"capable of part of"	"GO:0019230"	"proprioception"
"GO:0021958"	"gracilis tract morphogenesis"	"results in morphogenesis of"	"UBERON:0005821"	"gracile fasciculus"
"UBERON:0002261"	"dorsal root of spinal cord"	"capable of part of"	"GO:0019230"	"proprioception"
"UBERON:0005373"	"spinal cord dorsal column"	"capable of part of"	"GO:0019230"	"proprioception"
"UBERON:0018237"	"dorsal column-medial lemniscus pathway"	"capable of part of"	"GO:0019230"	"proprioception"
"GO:0021634"	"optic nerve formation"	"results in formation of anatomical entity"	"UBERON:0000941"	"cranial nerve II"
"GO:0021632"	"optic nerve maturation"	"results in maturation of"	"UBERON:0000941"	"cranial nerve II"
"GO:0021631"	"optic nerve morphogenesis"	"results in morphogenesis of"	"UBERON:0000941"	"cranial nerve II"
"GO:0021554"	"optic nerve development"	"results in development of"	"UBERON:0000941"	"cranial nerve II"
"GO:0022010"	"central nervous system myelination"	"occurs in"	"UBERON:0001017"	"central nervous system"
"GO:0022009"	"central nervous system vasculogenesis"	"results in maturation of"	"UBERON:0001017"	"central nervous system"
"GO:0021626"	"central nervous system maturation"	"results in maturation of"	"UBERON:0001017"	"central nervous system"
"GO:0007417"	"central nervous system development"	"results in development of"	"UBERON:0001017"	"central nervous system"
"GO:0021556"	"central nervous system formation"	"results in formation of anatomical entity"	"UBERON:0001017"	"central nervous system"
"GO:0021551"	"central nervous system morphogenesis"	"results in morphogenesis of"	"UBERON:0001017"	"central nervous system"
"GO:0032291"	"axon ensheathment in central nervous system"	"occurs in"	"UBERON:0001017"	"central nervous system"
"GO:0032289"	"central nervous system myelin formation"	"occurs in"	"UBERON:0001017"	"central nervous system"
"GO:0048857"	"neural nucleus development"	"results in development of"	"UBERON:0000125"	"neural nucleus"
"GO:0021730"	"trigeminal sensory nucleus development"	"results in development of"	"UBERON:0004132"	"trigeminal sensory nucleus"
"GO:0048854"	"brain morphogenesis"	"results in morphogenesis of"	"UBERON:0000955"	"brain"
"GO:0007420"	"brain development"	"results in development of"	"UBERON:0000955"	"brain"
"UBERON:0001058"	"mushroom body"	"capable of part of"	"GO:0008355"	"olfactory learning"
"UBERON:0001058"	"mushroom body"	"capable of part of"	"GO:0007613"	"memory"
"GO:0016319"	"mushroom body development"	"results in development of"	"UBERON:0001058"	"mushroom body"
"GO:0150195"	"transport across blood-cerebrospinal fluid barrier"	"results in transport across"	"UBERON:0003210"	"blood-cerebrospinal fluid barrier"
"GO:0030917"	"midbrain-hindbrain boundary development"	"results in development of"	"UBERON:0003052"	"midbrain-hindbrain boundary"
"GO:0021732"	"midbrain-hindbrain boundary maturation"	"results in maturation of"	"UBERON:0003052"	"midbrain-hindbrain boundary"
"GO:0021547"	"midbrain-hindbrain boundary initiation"	"results in formation of anatomical entity"	"UBERON:0003052"	"midbrain-hindbrain boundary"
"GO:0021555"	"midbrain-hindbrain boundary morphogenesis"	"results in morphogenesis of"	"UBERON:0003052"	"midbrain-hindbrain boundary"
"GO:0021905"	"forebrain-midbrain boundary formation"	"results in formation of anatomical entity"	"UBERON:0005075"	"forebrain-midbrain boundary"
"UBERON:0002256"	"dorsal horn of spinal cord"	"capable of part of"	"GO:0019230"	"proprioception"
"GO:0021516"	"dorsal spinal cord development"	"results in development of"	"UBERON:0002256"	"dorsal horn of spinal cord"
"GO:0010456"	"cell proliferation in dorsal spinal cord"	"occurs in"	"UBERON:0002256"	"dorsal horn of spinal cord"
"GO:0021517"	"ventral spinal cord development"	"results in development of"	"UBERON:0002257"	"ventral horn of spinal cord"
"GO:0021515"	"cell differentiation in spinal cord"	"occurs in"	"UBERON:0002240"	"spinal cord"
"GO:0021514"	"ventral spinal cord interneuron differentiation"	"occurs in"	"UBERON:0002240"	"spinal cord"
"GO:0021510"	"spinal cord development"	"results in development of"	"UBERON:0002240"	"spinal cord"
"GO:0061524"	"central canal development"	"results in development of"	"UBERON:0002291"	"central canal of spinal cord"
"GO:0021906"	"hindbrain-spinal cord boundary formation"	"results in formation of anatomical entity"	"UBERON:0005076"	"hindbrain-spinal cord boundary"
"GO:0021591"	"ventricular system development"	"results in development of"	"UBERON:0005281"	"ventricular system of central nervous system"
"GO:0060042"	"retina morphogenesis in camera-type eye"	"results in morphogenesis of"	"UBERON:0000966"	"retina"
"GO:0060041"	"retina development in camera-type eye"	"results in development of"	"UBERON:0000966"	"retina"
"GO:0010842"	"retina layer formation"	"results in formation of anatomical entity"	"UBERON:0001781"	"layer of retina"
"GO:0003406"	"retinal pigment epithelium development"	"results in development of"	"UBERON:0001782"	"pigmented layer of retina"
"GO:0003407"	"neural retina development"	"results in development of"	"UBERON:0003902"	"retinal neural layer"
"GO:0061304"	"retinal blood vessel morphogenesis"	"results in morphogenesis of"	"UBERON:0003501"	"retina blood vessel"
"GO:0061299"	"retina vasculature morphogenesis in camera-type eye"	"results in morphogenesis of"	"UBERON:0004864"	"vasculature of retina"
"GO:0061298"	"retina vasculature development in camera-type eye"	"results in development of"	"UBERON:0004864"	"vasculature of retina"
"GO:0097719"	"neural tissue regeneration"	"results in maturation of"	"UBERON:0003714"	"neural tissue"
"GO:0048816"	"ocellus morphogenesis"	"results in morphogenesis of"	"UBERON:0003161"	"dorsal ocellus"
"GO:0008056"	"ocellus development"	"results in development of"	"UBERON:0003161"	"dorsal ocellus"
"UBERON:6005805"	"insect Bolwig organ"	"capable of"	"GO:0050908"	"detection of light stimulus involved in visual perception"
"GO:0022035"	"rhombomere cell migration"	"results in transport to from or in"	"UBERON:0001892"	"rhombomere"
"GO:0021546"	"rhombomere development"	"results in development of"	"UBERON:0001892"	"rhombomere"
"GO:0021594"	"rhombomere formation"	"results in formation of anatomical entity"	"UBERON:0001892"	"rhombomere"
"GO:0021593"	"rhombomere morphogenesis"	"results in morphogenesis of"	"UBERON:0001892"	"rhombomere"
"GO:0021669"	"rhombomere 6 formation"	"results in formation of anatomical entity"	"UBERON:0005519"	"rhombomere 6"
"GO:0021667"	"rhombomere 6 morphogenesis"	"results in morphogenesis of"	"UBERON:0005519"	"rhombomere 6"
"GO:0021572"	"rhombomere 6 development"	"results in development of"	"UBERON:0005519"	"rhombomere 6"
"GO:0021673"	"rhombomere 7 formation"	"results in formation of anatomical entity"	"UBERON:0005523"	"rhombomere 7"
"GO:0021671"	"rhombomere 7 morphogenesis"	"results in morphogenesis of"	"UBERON:0005523"	"rhombomere 7"
"GO:0021573"	"rhombomere 7 development"	"results in development of"	"UBERON:0005523"	"rhombomere 7"
"GO:0021677"	"rhombomere 8 formation"	"results in formation of anatomical entity"	"UBERON:0005527"	"rhombomere 8"
"GO:0021674"	"rhombomere 8 morphogenesis"	"results in morphogenesis of"	"UBERON:0005527"	"rhombomere 8"
"GO:0021574"	"rhombomere 8 development"	"results in development of"	"UBERON:0005527"	"rhombomere 8"
"GO:0021657"	"rhombomere 2 formation"	"results in formation of anatomical entity"	"UBERON:0005569"	"rhombomere 2"
"GO:0021655"	"rhombomere 2 morphogenesis"	"results in morphogenesis of"	"UBERON:0005569"	"rhombomere 2"
"GO:0021568"	"rhombomere 2 development"	"results in development of"	"UBERON:0005569"	"rhombomere 2"
"GO:0021652"	"rhombomere 1 formation"	"results in formation of anatomical entity"	"UBERON:0005499"	"rhombomere 1"
"GO:0021651"	"rhombomere 1 morphogenesis"	"results in morphogenesis of"	"UBERON:0005499"	"rhombomere 1"
"GO:0021567"	"rhombomere 1 development"	"results in development of"	"UBERON:0005499"	"rhombomere 1"
"GO:0021660"	"rhombomere 3 formation"	"results in formation of anatomical entity"	"UBERON:0005507"	"rhombomere 3"
"GO:0021658"	"rhombomere 3 morphogenesis"	"results in morphogenesis of"	"UBERON:0005507"	"rhombomere 3"
"GO:0021569"	"rhombomere 3 development"	"results in development of"	"UBERON:0005507"	"rhombomere 3"
"GO:0021663"	"rhombomere 4 formation"	"results in formation of anatomical entity"	"UBERON:0005511"	"rhombomere 4"
"GO:0021661"	"rhombomere 4 morphogenesis"	"results in morphogenesis of"	"UBERON:0005511"	"rhombomere 4"
"GO:0021570"	"rhombomere 4 development"	"results in development of"	"UBERON:0005511"	"rhombomere 4"
"GO:0021666"	"rhombomere 5 formation"	"results in formation of anatomical entity"	"UBERON:0005515"	"rhombomere 5"
"GO:0021664"	"rhombomere 5 morphogenesis"	"results in morphogenesis of"	"UBERON:0005515"	"rhombomere 5"
"GO:0021571"	"rhombomere 5 development"	"results in development of"	"UBERON:0005515"	"rhombomere 5"
"GO:0007419"	"ventral cord development"	"results in development of"	"UBERON:0000934"	"ventral nerve cord"
"UBERON:0006794"	"visual processing part of nervous system"	"capable of"	"GO:0007601"	"visual perception"
"GO:0007418"	"ventral midline development"	"results in development of"	"UBERON:0009571"	"ventral midline"
"UBERON:0025533"	"proprioceptive system"	"capable of"	"GO:0019230"	"proprioception"
